claim_id,patient_id,hospital_id,doctor_id,diagnosis_code,disease_type,procedure_code,procedure_cost_standard,claim_amount,length_of_stay,previous_claims_count,patient_age,claim_date,abha_id,Claim_ID,Patient_ID,Hospital_ID,Doctor_ID,Diagnosis_Code,Treatment_Code,Admission_Date,Discharge_Date,Claim_Amount,Approved_Amount,Location
C0893,P0463,H014,D023,DIA_DIAL,Chronic,PROC14,40333,42901,1,7,32,2024-05-10,47546909742956,CLM10892,PAT20892,HSP623,DOC1944,D003,T200,2022-05-13,2025-12-03,12256,685,Kolkata
C0894,P0027,H004,D027,DIA_CAN,Chronic,PROC08,13341,14546,1,7,74,2024-07-19,12380345509633,CLM10893,PAT20893,HSP278,DOC1603,D001,T300,2024-12-20,2023-07-10,9977,23990,Mumbai
C0895,P0433,H017,D036,DIA_DIAL,Chronic,PROC20,32175,30632,20,2,28,2024-07-28,19342731744474,CLM10894,PAT20894,HSP249,DOC5025,D001,T300,2025-07-04,2024-01-27,43977,26613,Mumbai
C0896,P0006,H011,D049,DIA_CAN,Chronic,PROC19,30628,31153,2,0,47,2024-05-09,56767025073586,CLM10895,PAT20895,HSP879,DOC8960,D005,T400,2022-08-08,2025-08-30,28238,23930,Chennai
C0897,P0553,H017,D030,DIA_CAN,Chronic,PROC05,36111,37176,2,0,28,2024-10-18,95219388770688,CLM10896,PAT20896,HSP308,DOC8903,D004,T100,2023-10-21,2025-12-16,40529,36313,Delhi
C0898,P0073,H012,D026,DIA_ACUTE1,Acute,PROC18,24641,73923,6,5,78,2024-08-12,13274456944936,CLM10897,PAT20897,HSP161,DOC5031,D003,T300,2024-04-16,2022-10-25,33906,18430,Kolkata
C0899,P0208,H001,D024,DIA_CAN,Chronic,PROC16,31795,34727,1,5,66,2024-08-02,78857177764349,CLM10898,PAT20898,HSP497,DOC1350,D002,T200,2025-06-03,2023-01-03,13241,27437,Delhi
C0900,P0174,H016,D014,DIA_MINOR1,Minor,PROC05,14444,16048,2,9,25,2024-04-20,99729919976559,CLM10899,PAT20899,HSP600,DOC1285,D002,T500,2024-09-06,2023-08-06,43816,17808,Delhi
C0901,P0310,H011,D037,DIA_CAN,Chronic,PROC15,15765,47295,8,5,66,2024-02-05,80363019075517,CLM10900,PAT20900,HSP523,DOC7973,D003,T500,2023-02-13,2025-09-02,47107,18437,Bangalore
C0902,P0015,H014,D022,DIA_ACUTE2,Acute,PROC08,23450,24176,5,4,68,2024-07-29,27941532026824,CLM10901,PAT20901,HSP147,DOC1962,D003,T300,2025-11-27,2023-09-14,29437,4626,Kolkata
C0903,P0133,H017,D045,DIA_ACUTE2,Acute,PROC12,21323,20977,3,3,57,2024-01-05,85268778413791,CLM10902,PAT20902,HSP308,DOC9530,D002,T300,2023-08-15,2025-07-30,23864,15661,Delhi
C0904,P0299,H010,D023,DIA_DIAL,Chronic,PROC08,31339,32650,3,4,59,2024-11-30,55477015504596,CLM10903,PAT20903,HSP118,DOC6561,D002,T400,2023-06-15,2025-09-07,14833,1845,Kolkata
C0905,P0320,H004,D001,DIA_CAN,Chronic,PROC08,10927,12397,2,4,38,2024-02-16,19561467281302,CLM10904,PAT20904,HSP257,DOC1900,D002,T500,2023-03-31,2022-01-28,35601,1673,Mumbai
C0906,P0372,H005,D013,DIA_DIAL,Chronic,PROC12,16968,19360,1,10,52,2024-07-22,84958805775019,CLM10905,PAT20905,HSP108,DOC9303,D004,T200,2023-04-25,2022-04-11,8702,11164,Chennai
C0907,P0095,H013,D016,DIA_CAN,Chronic,PROC08,21571,23542,1,2,74,2024-04-17,19471071554541,CLM10906,PAT20906,HSP561,DOC1119,D002,T500,2022-08-30,2025-05-22,8525,20897,Bangalore
C0908,P0629,H003,D039,DIA_MINOR1,Minor,PROC16,45349,43748,6,5,29,2024-05-18,22135899998181,CLM10907,PAT20907,HSP515,DOC4325,D004,T500,2023-03-01,2024-01-03,1693,19935,Hyderabad
C0909,P0226,H011,D026,DIA_ACUTE2,Acute,PROC03,27058,28263,3,0,41,2024-10-10,63665369569658,CLM10908,PAT20908,HSP305,DOC1936,D005,T200,2024-11-19,2022-02-01,8783,39196,Mumbai
C0910,P0542,H015,D021,DIA_ACUTE1,Acute,PROC03,25863,28791,4,0,21,2024-01-22,11797666361017,CLM10909,PAT20909,HSP528,DOC1695,D002,T500,2024-04-16,2025-08-11,38653,20723,Kolkata
C0911,P0360,H020,D043,DIA_MINOR1,Minor,PROC16,8849,8390,23,6,57,2024-08-17,72224090336793,CLM10910,PAT20910,HSP249,DOC4322,D005,T400,2022-03-21,2022-08-04,36452,39219,Delhi
C0912,P0093,H009,D041,DIA_MINOR1,Minor,PROC20,41696,40751,21,4,71,2024-10-21,19584893586007,CLM10911,PAT20911,HSP360,DOC2979,D003,T100,2023-11-24,2025-09-08,39509,35000,Hyderabad
C0913,P0765,H005,D009,DIA_MINOR1,Minor,PROC13,26896,28820,19,7,35,2024-07-07,95091030122057,CLM10912,PAT20912,HSP169,DOC6561,D001,T300,2022-04-26,2022-11-06,5489,32041,Mumbai
C0914,P0690,H014,D016,DIA_DIAL,Chronic,PROC03,40784,38037,1,7,66,2024-02-19,16029155350075,CLM10913,PAT20913,HSP140,DOC9222,D005,T500,2024-08-21,2022-03-25,49111,20370,Delhi
C0915,P0452,H012,D013,DIA_MINOR2,Minor,PROC17,45890,137670,6,5,46,2024-11-28,11126121534149,CLM10914,PAT20914,HSP506,DOC6206,D002,T400,2024-07-12,2025-11-29,41093,595,Mumbai
C0916,P0218,H011,D017,DIA_MINOR2,Minor,PROC19,20003,22918,4,5,40,2024-01-09,36090819845943,CLM10915,PAT20915,HSP429,DOC9800,D005,T200,2023-01-07,2022-06-11,24338,30929,Mumbai
C0917,P0639,H004,D042,DIA_MINOR2,Minor,PROC17,46891,49736,7,10,61,2024-07-13,83983443504456,CLM10916,PAT20916,HSP865,DOC3819,D001,T200,2023-05-01,2022-02-15,1355,17741,Kolkata
C0918,P0480,H002,D047,DIA_ACUTE1,Acute,PROC18,35287,70574,8,9,35,2024-04-20,60854255747448,CLM10917,PAT20917,HSP385,DOC8869,D001,T500,2024-10-09,2022-05-15,25540,14472,Mumbai
C0919,P0412,H012,D048,DIA_ACUTE2,Acute,PROC01,27157,24481,7,6,71,2024-08-01,76270401032092,CLM10918,PAT20918,HSP670,DOC1375,D003,T300,2022-10-02,2022-07-11,34711,3259,Mumbai
C0920,P0726,H001,D027,DIA_CAN,Chronic,PROC14,42336,44125,2,2,49,2024-08-22,42560873309615,CLM10919,PAT20919,HSP623,DOC1454,D002,T200,2024-03-21,2025-06-20,22792,24232,Delhi
C0921,P0269,H007,D009,DIA_MINOR1,Minor,PROC15,14775,15873,6,0,73,2024-06-27,69999102434735,CLM10920,PAT20920,HSP440,DOC3855,D002,T300,2022-02-25,2024-10-20,40458,7731,Bangalore
C0922,P0150,H003,D046,DIA_ACUTE2,Acute,PROC10,26273,25168,5,9,76,2024-11-09,74218913036154,CLM10921,PAT20921,HSP454,DOC5546,D003,T100,2023-01-23,2025-09-08,24356,43830,Kolkata
C0923,P0749,H020,D008,DIA_ACUTE1,Acute,PROC17,36927,34743,4,1,34,2024-10-24,61439509149600,CLM10922,PAT20922,HSP646,DOC7844,D004,T500,2025-12-10,2023-11-16,23563,27905,Delhi
C0924,P0013,H004,D045,DIA_MINOR2,Minor,PROC02,47436,47445,7,2,74,2024-11-12,53553841747299,CLM10923,PAT20923,HSP234,DOC2984,D002,T200,2024-07-25,2025-03-15,3501,35109,Hyderabad
C0925,P0269,H002,D010,DIA_CAN,Chronic,PROC05,24202,26458,3,5,60,2024-09-19,94819142283280,CLM10924,PAT20924,HSP112,DOC1240,D002,T100,2022-12-18,2025-07-22,30087,13194,Kolkata
C0926,P0726,H002,D020,DIA_ACUTE2,Acute,PROC17,29639,30156,7,9,26,2024-10-26,18827590209498,CLM10925,PAT20925,HSP901,DOC9769,D002,T200,2023-09-06,2022-02-02,47573,30139,Mumbai
C0927,P0280,H019,D048,DIA_MINOR2,Minor,PROC06,46974,49767,2,10,24,2024-08-03,81395613115094,CLM10926,PAT20926,HSP311,DOC2309,D003,T300,2024-03-25,2023-09-30,21612,2032,Hyderabad
C0928,P0653,H001,D008,DIA_CAN,Chronic,PROC13,49112,48377,2,5,21,2024-09-12,96711339532682,CLM10927,PAT20927,HSP385,DOC1646,D002,T200,2024-08-30,2024-10-03,9063,41872,Delhi
C0929,P0072,H012,D045,DIA_MINOR1,Minor,PROC17,12140,24280,9,0,38,2024-01-07,63569661731129,CLM10928,PAT20928,HSP202,DOC8662,D005,T500,2023-08-04,2023-01-05,42635,5054,Delhi
C0930,P0343,H001,D040,DIA_DIAL,Chronic,PROC08,36529,36269,1,1,33,2024-02-16,71128515968265,CLM10929,PAT20929,HSP437,DOC7763,D004,T200,2022-12-07,2024-02-08,37601,2537,Kolkata
C0931,P0775,H002,D001,DIA_ACUTE1,Acute,PROC19,17175,15684,5,3,79,2024-10-29,80937366646062,CLM10930,PAT20930,HSP252,DOC1709,D004,T400,2024-08-09,2023-05-30,3768,36265,Kolkata
C0932,P0213,H009,D029,DIA_CAN,Chronic,PROC11,37920,38721,1,0,64,2024-09-25,46082577492119,CLM10931,PAT20931,HSP706,DOC1424,D001,T200,2025-12-07,2024-01-04,30048,15555,Kolkata
C0933,P0473,H016,D044,DIA_DIAL,Chronic,PROC08,45328,46278,3,1,44,2024-09-21,59342284385930,CLM10932,PAT20932,HSP493,DOC5234,D002,T200,2024-07-07,2022-01-15,35969,37398,Kolkata
C0934,P0577,H015,D018,DIA_ACUTE2,Acute,PROC16,48083,47976,3,4,73,2024-07-31,81409027223161,CLM10933,PAT20933,HSP389,DOC3954,D001,T200,2025-07-06,2025-11-16,21242,29061,Mumbai
C0935,P0781,H010,D017,DIA_ACUTE2,Acute,PROC06,32531,33095,6,5,47,2024-05-30,20433025537917,CLM10934,PAT20934,HSP547,DOC7796,D002,T200,2022-09-19,2024-09-09,29863,31105,Hyderabad
C0936,P0598,H009,D036,DIA_ACUTE2,Acute,PROC16,8739,8827,3,5,68,2024-02-04,72204482148075,CLM10935,PAT20935,HSP969,DOC6220,D003,T300,2022-12-30,2022-02-03,3959,40466,Chennai
C0937,P0431,H014,D026,DIA_CAN,Chronic,PROC18,20758,41516,9,7,23,2024-06-29,18556585218383,CLM10936,PAT20936,HSP818,DOC4382,D002,T300,2022-08-13,2024-12-17,44164,35086,Delhi
C0938,P0231,H011,D029,DIA_DIAL,Chronic,PROC16,19580,20495,3,6,26,2024-10-24,32917362993085,CLM10937,PAT20937,HSP133,DOC2664,D004,T400,2023-05-12,2024-02-14,29688,20615,Bangalore
C0939,P0533,H014,D021,DIA_DIAL,Chronic,PROC03,38460,38023,3,3,51,2024-06-05,84497930157980,CLM10938,PAT20938,HSP234,DOC1085,D003,T100,2024-04-04,2023-06-06,35310,37615,Bangalore
C0940,P0727,H001,D006,DIA_ACUTE1,Acute,PROC19,33306,30392,3,7,24,2024-02-15,30528006652761,CLM10939,PAT20939,HSP690,DOC4557,D004,T300,2023-05-18,2024-02-17,43825,11892,Chennai
C0941,P0119,H010,D008,DIA_MINOR1,Minor,PROC14,16057,13351,5,0,33,2024-03-24,46319188452420,CLM10940,PAT20940,HSP316,DOC3991,D001,T200,2024-03-19,2025-12-24,31278,7008,Hyderabad
C0942,P0095,H003,D042,DIA_MINOR1,Minor,PROC10,13048,11563,5,5,70,2024-12-09,83862092248759,CLM10941,PAT20941,HSP131,DOC8136,D002,T300,2024-12-13,2023-09-05,18990,37551,Bangalore
C0943,P0002,H007,D046,DIA_ACUTE1,Acute,PROC02,33021,30382,5,7,67,2024-07-23,48477167606308,CLM10942,PAT20942,HSP255,DOC6590,D002,T300,2024-03-12,2022-12-17,17715,19100,Chennai
C0944,P0242,H015,D017,DIA_DIAL,Chronic,PROC13,10998,10718,1,0,54,2024-09-29,98619202432089,CLM10943,PAT20943,HSP432,DOC1726,D003,T500,2025-02-21,2025-12-02,3975,28690,Bangalore
C0945,P0239,H012,D024,DIA_MINOR1,Minor,PROC02,37163,38306,6,7,35,2024-01-09,28079085260424,CLM10944,PAT20944,HSP216,DOC8406,D002,T300,2022-02-21,2023-12-10,36188,36857,Kolkata
C0946,P0742,H013,D039,DIA_MINOR2,Minor,PROC12,30901,92703,2,6,35,2024-09-07,29086357521263,CLM10945,PAT20945,HSP909,DOC2644,D004,T400,2024-11-21,2025-02-07,35710,21439,Delhi
C0947,P0598,H002,D034,DIA_CAN,Chronic,PROC14,48517,47612,3,5,64,2024-07-12,40863608371152,CLM10946,PAT20946,HSP710,DOC3439,D002,T300,2022-11-10,2024-04-10,35017,25510,Kolkata
C0948,P0328,H018,D008,DIA_DIAL,Chronic,PROC16,32371,33268,1,0,62,2024-06-26,24174680498404,CLM10947,PAT20947,HSP525,DOC6733,D005,T200,2022-09-14,2025-04-10,36050,9001,Delhi
C0949,P0616,H002,D049,DIA_CAN,Chronic,PROC05,37872,35151,1,7,53,2024-12-10,47095239385401,CLM10948,PAT20948,HSP139,DOC5950,D001,T500,2025-09-30,2024-09-16,7411,21923,Chennai
C0950,P0704,H014,D013,DIA_CAN,Chronic,PROC19,44724,42675,1,3,46,2024-02-11,34436822755140,CLM10949,PAT20949,HSP140,DOC4288,D003,T300,2022-07-22,2025-05-17,22951,31573,Chennai
C0951,P0362,H002,D021,DIA_ACUTE1,Acute,PROC07,35721,37129,22,8,77,2024-03-31,52185610972221,CLM10950,PAT20950,HSP840,DOC9405,D004,T300,2023-03-15,2023-10-21,2263,21035,Kolkata
C0952,P0648,H002,D017,DIA_ACUTE1,Acute,PROC03,8044,5421,6,9,35,2024-06-21,89959839471337,CLM10951,PAT20951,HSP390,DOC5305,D005,T100,2023-03-01,2022-11-10,5620,29003,Delhi
C0953,P0768,H002,D032,DIA_CAN,Chronic,PROC13,33985,35626,3,7,74,2024-05-25,24101832759360,CLM10952,PAT20952,HSP757,DOC6466,D002,T400,2025-01-28,2024-09-03,17419,26033,Kolkata
C0954,P0384,H009,D005,DIA_MINOR1,Minor,PROC08,9068,10871,2,7,80,2024-06-20,85314822986936,CLM10953,PAT20953,HSP457,DOC8677,D004,T400,2023-09-23,2023-02-08,31948,37853,Delhi
C0955,P0049,H015,D038,DIA_CAN,Chronic,PROC19,23196,24504,2,8,46,2024-03-06,80566063263108,CLM10954,PAT20954,HSP969,DOC4763,D002,T100,2024-09-08,2022-02-27,9510,15324,Chennai
C0956,P0199,H011,D031,DIA_MINOR1,Minor,PROC13,20566,18397,3,1,29,2024-08-28,21674342671692,CLM10955,PAT20955,HSP720,DOC1382,D001,T300,2024-05-06,2022-11-30,2473,31941,Delhi
C0957,P0605,H015,D016,DIA_CAN,Chronic,PROC09,24492,24417,1,9,75,2024-06-21,45166164697424,CLM10956,PAT20956,HSP280,DOC8756,D003,T100,2022-04-13,2022-01-10,47476,38931,Hyderabad
C0958,P0192,H013,D043,DIA_MINOR1,Minor,PROC19,44791,46011,5,9,50,2024-06-22,71239449656495,CLM10957,PAT20957,HSP675,DOC6099,D005,T500,2022-11-06,2023-09-09,12053,10727,Kolkata
C0959,P0254,H020,D031,DIA_CAN,Chronic,PROC05,37128,38608,1,5,31,2024-05-14,50861259042927,CLM10958,PAT20958,HSP543,DOC8408,D002,T400,2022-01-08,2024-06-03,40141,41121,Hyderabad
C0960,P0332,H010,D045,DIA_CAN,Chronic,PROC01,39671,42518,1,8,35,2024-07-17,79672683837474,CLM10959,PAT20959,HSP947,DOC6648,D003,T200,2025-01-15,2023-06-29,6833,4510,Hyderabad
C0961,P0687,H012,D001,DIA_MINOR1,Minor,PROC17,41745,43715,7,3,23,2024-05-11,81145869909673,CLM10960,PAT20960,HSP793,DOC7420,D004,T300,2022-12-31,2025-08-05,11841,29308,Kolkata
C0962,P0453,H010,D017,DIA_MINOR2,Minor,PROC07,24628,22874,4,8,29,2024-02-06,75806324130541,CLM10961,PAT20961,HSP863,DOC7274,D004,T300,2024-11-19,2023-11-22,18201,30963,Kolkata
C0963,P0694,H003,D014,DIA_CAN,Chronic,PROC16,18646,20334,2,7,61,2024-07-25,11006145790481,CLM10962,PAT20962,HSP643,DOC9178,D003,T100,2024-10-29,2024-05-04,31350,28753,Bangalore
C0964,P0331,H020,D045,DIA_CAN,Chronic,PROC08,20104,40208,4,9,53,2024-01-07,82473919348065,CLM10963,PAT20963,HSP781,DOC1239,D001,T500,2022-06-15,2023-10-04,15544,14601,Mumbai
C0965,P0798,H009,D023,DIA_ACUTE1,Acute,PROC08,19796,17849,4,0,51,2024-01-06,34773114405570,CLM10964,PAT20964,HSP921,DOC2648,D005,T500,2023-10-27,2024-04-26,34043,41367,Delhi
C0966,P0683,H014,D006,DIA_ACUTE1,Acute,PROC09,16826,19116,5,3,51,2024-11-13,21955464716153,CLM10965,PAT20965,HSP613,DOC6276,D002,T200,2022-10-18,2022-05-13,20037,13587,Bangalore
C0967,P0716,H019,D013,DIA_DIAL,Chronic,PROC20,13023,12209,2,8,28,2024-06-04,55534403195385,CLM10966,PAT20966,HSP576,DOC8125,D003,T300,2023-09-23,2025-04-15,15187,42726,Mumbai
C0968,P0472,H001,D029,DIA_ACUTE2,Acute,PROC15,42105,45013,6,8,63,2024-09-27,58795261524857,CLM10967,PAT20967,HSP259,DOC6495,D003,T500,2024-03-14,2023-11-26,26052,20202,Delhi
C0969,P0115,H008,D023,DIA_CAN,Chronic,PROC02,10259,12839,3,4,77,2024-03-02,70591217515782,CLM10968,PAT20968,HSP645,DOC3100,D001,T100,2023-05-17,2023-09-11,39134,41036,Hyderabad
C0970,P0790,H003,D022,DIA_ACUTE2,Acute,PROC12,49210,51848,6,9,21,2024-07-11,63610482640821,CLM10969,PAT20969,HSP625,DOC2537,D005,T100,2023-06-17,2025-10-02,45187,7112,Hyderabad
C0971,P0292,H017,D049,DIA_MINOR2,Minor,PROC09,16568,16952,3,7,58,2024-09-25,31927055522759,CLM10970,PAT20970,HSP650,DOC2569,D001,T100,2022-02-21,2023-08-30,18140,9584,Kolkata
C0972,P0368,H016,D038,DIA_DIAL,Chronic,PROC07,31564,28934,1,9,77,2024-05-06,42108731745806,CLM10971,PAT20971,HSP258,DOC7342,D002,T400,2023-01-10,2022-12-29,8782,31334,Bangalore
C0973,P0227,H018,D015,DIA_DIAL,Chronic,PROC13,10678,9403,3,6,64,2024-07-30,43845151188702,CLM10972,PAT20972,HSP980,DOC2376,D004,T100,2022-08-18,2022-07-03,10021,38964,Chennai
C0974,P0069,H014,D043,DIA_MINOR2,Minor,PROC16,26223,26123,5,0,57,2024-09-29,89784667519164,CLM10973,PAT20973,HSP702,DOC6420,D004,T100,2025-10-12,2022-07-18,6581,34807,Mumbai
C0975,P0785,H008,D015,DIA_CAN,Chronic,PROC14,25240,25300,1,7,55,2024-07-07,23467997387425,CLM10974,PAT20974,HSP270,DOC1852,D005,T200,2022-03-16,2025-06-06,13488,35324,Chennai
C0976,P0580,H018,D030,DIA_MINOR2,Minor,PROC14,22338,20534,5,5,64,2024-02-23,61140806579164,CLM10975,PAT20975,HSP440,DOC9181,D004,T400,2023-01-26,2023-11-25,29975,8359,Delhi
C0977,P0532,H008,D047,DIA_ACUTE1,Acute,PROC19,9056,6525,2,2,64,2024-07-16,47781505408888,CLM10976,PAT20976,HSP530,DOC5416,D001,T200,2023-09-07,2025-04-19,42384,3383,Delhi
C0978,P0201,H001,D029,DIA_ACUTE2,Acute,PROC14,21989,22869,7,7,73,2024-09-29,57177435987622,CLM10977,PAT20977,HSP167,DOC1441,D004,T200,2024-10-02,2023-10-19,11022,3622,Kolkata
C0979,P0273,H003,D033,DIA_MINOR1,Minor,PROC03,34367,31975,4,3,35,2024-05-26,80131567817951,CLM10978,PAT20978,HSP497,DOC1917,D002,T200,2024-08-25,2022-07-04,17759,12138,Chennai
C0980,P0632,H003,D017,DIA_CAN,Chronic,PROC16,12608,14042,3,8,46,2024-02-20,40072050884828,CLM10979,PAT20979,HSP727,DOC2534,D004,T200,2022-06-22,2022-09-15,44404,38853,Kolkata
C0981,P0291,H006,D012,DIA_ACUTE2,Acute,PROC12,40814,42315,2,0,27,2024-12-01,81102827022268,CLM10980,PAT20980,HSP105,DOC6911,D001,T300,2025-06-13,2023-11-09,38614,10344,Chennai
C0982,P0378,H011,D035,DIA_MINOR1,Minor,PROC13,41602,124806,3,8,50,2024-01-09,57084130177710,CLM10981,PAT20981,HSP365,DOC2650,D004,T200,2022-03-23,2022-10-21,46540,34287,Kolkata
C0983,P0347,H004,D014,DIA_MINOR2,Minor,PROC02,45939,45464,4,2,76,2024-06-28,24745194419564,CLM10982,PAT20982,HSP201,DOC8317,D005,T500,2025-09-03,2023-08-25,15742,35409,Mumbai
C0984,P0708,H003,D002,DIA_ACUTE1,Acute,PROC05,22352,22894,7,8,41,2024-07-02,54241973991499,CLM10983,PAT20983,HSP282,DOC9714,D005,T400,2023-03-10,2023-09-22,40109,43843,Hyderabad
C0985,P0670,H007,D026,DIA_MINOR2,Minor,PROC06,9267,7161,2,1,35,2024-03-18,25085080460390,CLM10984,PAT20984,HSP290,DOC3636,D005,T500,2024-03-13,2024-05-25,27682,12063,Delhi
C0986,P0277,H018,D020,DIA_ACUTE2,Acute,PROC17,30970,32059,3,8,54,2024-05-31,59818833440815,CLM10985,PAT20985,HSP474,DOC4140,D001,T300,2025-06-09,2023-01-13,16741,9284,Hyderabad
C0987,P0003,H003,D035,DIA_CAN,Chronic,PROC14,49016,51953,1,0,29,2024-07-21,43236279150572,CLM10986,PAT20986,HSP890,DOC1229,D004,T300,2023-04-29,2023-05-24,21586,10768,Kolkata
C0988,P0132,H020,D040,DIA_ACUTE2,Acute,PROC10,30564,32713,5,4,62,2024-06-20,98097691506440,CLM10987,PAT20987,HSP226,DOC7397,D004,T100,2025-05-16,2022-08-12,36606,34425,Chennai
C0989,P0333,H011,D016,DIA_MINOR2,Minor,PROC09,11213,22426,10,10,80,2024-10-03,96564844655968,CLM10988,PAT20988,HSP704,DOC2206,D001,T400,2022-09-19,2022-08-03,49250,23121,Kolkata
C0990,P0551,H012,D010,DIA_CAN,Chronic,PROC07,34643,103929,3,10,38,2024-05-21,63831012335242,CLM10989,PAT20989,HSP994,DOC5581,D005,T200,2024-07-20,2023-03-17,29971,19566,Mumbai
C0991,P0023,H015,D016,DIA_MINOR1,Minor,PROC09,34268,36139,21,3,74,2024-08-11,70876075449671,CLM10990,PAT20990,HSP231,DOC1134,D001,T100,2025-06-09,2025-12-10,6668,28380,Hyderabad
C0992,P0599,H013,D050,DIA_DIAL,Chronic,PROC17,22135,44270,3,3,53,2024-11-30,68391561450636,CLM10991,PAT20991,HSP941,DOC1221,D003,T500,2025-01-17,2023-12-30,27145,35341,Mumbai
C0993,P0166,H009,D033,DIA_CAN,Chronic,PROC15,23959,23433,1,3,51,2024-10-08,89753995602697,CLM10992,PAT20992,HSP358,DOC2615,D004,T400,2023-07-13,2023-09-09,2060,36610,Hyderabad
C0994,P0332,H004,D048,DIA_DIAL,Chronic,PROC13,45488,48209,2,1,37,2024-03-28,78773557517326,CLM10993,PAT20993,HSP349,DOC9958,D003,T500,2024-08-20,2023-04-11,18137,37822,Bangalore
C0995,P0653,H008,D047,DIA_CAN,Chronic,PROC03,11149,22298,3,7,40,2024-07-21,60682628420370,CLM10994,PAT20994,HSP596,DOC8632,D004,T500,2024-03-26,2025-05-17,36024,24465,Kolkata
C0996,P0714,H001,D021,DIA_ACUTE2,Acute,PROC06,32373,35030,4,8,26,2024-11-22,11257797222273,CLM10995,PAT20995,HSP729,DOC4507,D001,T100,2024-11-15,2025-01-10,39474,527,Chennai
C0997,P0075,H001,D010,DIA_ACUTE1,Acute,PROC16,37182,37514,3,6,29,2024-01-22,22029795292021,CLM10996,PAT20996,HSP941,DOC2566,D004,T200,2025-11-11,2024-04-10,26631,8527,Mumbai
C0998,P0673,H010,D001,DIA_MINOR2,Minor,PROC02,11211,8450,5,6,35,2024-08-16,97363154139970,CLM10997,PAT20997,HSP709,DOC9668,D002,T500,2022-07-11,2023-08-06,40556,20335,Delhi
C0999,P0433,H008,D041,DIA_DIAL,Chronic,PROC07,18144,16916,1,5,79,2024-12-25,27180673619485,CLM10998,PAT20998,HSP125,DOC3999,D001,T500,2024-11-19,2025-08-07,44115,16560,Chennai
C1000,P0025,H006,D034,DIA_ACUTE2,Acute,PROC12,44093,43008,2,5,51,2024-05-06,84707941184834,CLM10999,PAT20999,HSP941,DOC1539,D004,T300,2023-05-09,2022-07-28,22059,31807,Hyderabad
C1001,P0565,H007,D047,DIA_ACUTE1,Acute,PROC12,30885,123540,6,9,76,2024-11-15,98616884819836,CLM11000,PAT21000,HSP979,DOC6063,D001,T300,2023-07-10,2022-07-18,27001,32264,Hyderabad
C1002,P0198,H006,D007,DIA_CAN,Chronic,PROC06,49906,48245,3,1,51,2024-01-22,25710264015258,CLM11001,PAT21001,HSP169,DOC4857,D004,T100,2023-10-03,2024-12-10,48307,38358,Bangalore
C1003,P0159,H016,D024,DIA_MINOR1,Minor,PROC19,34072,34308,3,5,35,2024-04-19,71903638753247,CLM11002,PAT21002,HSP975,DOC8275,D004,T400,2023-06-07,2023-01-28,8494,20596,Chennai
C1004,P0595,H020,D029,DIA_DIAL,Chronic,PROC15,40771,40304,1,9,57,2024-10-31,80850638557023,CLM11003,PAT21003,HSP155,DOC9151,D004,T100,2023-04-09,2023-08-16,40071,27526,Kolkata
C1005,P0080,H014,D038,DIA_MINOR2,Minor,PROC07,39566,41608,4,3,37,2024-12-24,66852642398269,CLM11004,PAT21004,HSP694,DOC6721,D003,T400,2023-03-30,2022-09-05,6503,17404,Hyderabad
C1006,P0166,H013,D023,DIA_MINOR1,Minor,PROC01,25907,77721,9,7,51,2024-12-27,51879586880501,CLM11005,PAT21005,HSP881,DOC1014,D004,T100,2024-04-26,2023-11-16,17224,33582,Mumbai
C1007,P0473,H016,D043,DIA_MINOR2,Minor,PROC11,14746,14900,4,3,40,2024-06-16,13756474769501,CLM11006,PAT21006,HSP811,DOC1697,D002,T500,2023-07-25,2024-07-06,7525,32344,Mumbai
C1008,P0618,H011,D030,DIA_ACUTE2,Acute,PROC16,32203,35018,3,6,41,2024-01-09,99552056503041,CLM11007,PAT21007,HSP755,DOC2370,D002,T500,2025-01-06,2025-04-14,1724,35694,Hyderabad
C1009,P0690,H013,D038,DIA_DIAL,Chronic,PROC14,20503,23240,3,2,74,2024-02-14,13397505189739,CLM11008,PAT21008,HSP654,DOC6063,D004,T500,2022-03-13,2024-11-03,8383,35351,Kolkata
C1010,P0598,H002,D031,DIA_CAN,Chronic,PROC04,19098,17757,2,3,44,2024-10-25,91073425146691,CLM11009,PAT21009,HSP237,DOC2915,D003,T300,2023-12-26,2024-07-11,6381,10906,Chennai
C1011,P0796,H012,D012,DIA_ACUTE1,Acute,PROC05,33070,66140,6,2,22,2024-08-30,33583278593049,CLM11010,PAT21010,HSP994,DOC4975,D001,T500,2023-05-25,2025-06-13,43014,12441,Hyderabad
C1012,P0495,H014,D013,DIA_MINOR2,Minor,PROC12,45583,43349,6,3,61,2024-09-10,58404473353101,CLM11011,PAT21011,HSP589,DOC5895,D002,T100,2024-01-26,2023-07-19,24323,6866,Hyderabad
C1013,P0320,H018,D029,DIA_ACUTE2,Acute,PROC17,13784,14546,4,3,63,2024-04-21,43285853375663,CLM11012,PAT21012,HSP675,DOC3162,D005,T400,2023-11-26,2023-05-12,21496,29882,Chennai
C1014,P0064,H005,D020,DIA_MINOR1,Minor,PROC19,35538,33304,7,5,19,2024-04-15,60354671332652,CLM11013,PAT21013,HSP272,DOC5652,D001,T300,2023-04-20,2023-10-04,17889,17578,Kolkata
